"No.","Time","Source","Destination","Protocol","Length","Info"
"4448","31.204509","192.168.137.233","192.168.137.216","UDP","230","60014  >  56346 Len=188"
"4449","31.206557","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4450","31.218136","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4451","31.261853","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4452","31.263354","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4453","31.263354","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4454","31.263757","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4455","31.263757","192.168.137.233","192.168.137.216","UDP","918","60014  >  56346 Len=876"
"4456","31.263757","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4457","31.305922","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4458","31.305922","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4459","31.307365","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4460","31.307407","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4461","31.307407","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4462","31.309553","192.168.137.233","192.168.137.216","UDP","1334","60014  >  56346 Len=1292"
"4463","31.309594","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4464","31.323137","RaspberryPiT_dc:27:d5","TuyaSmart_f7:cb:07","ARP","60","192.168.137.1 is at dc:a6:32:dc:27:d5"
"4465","31.323948","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4466","31.328154","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4467","31.353721","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4468","31.353721","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4469","31.354466","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4470","31.354466","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4471","31.355359","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4472","31.357181","192.168.137.233","192.168.137.216","UDP","454","60014  >  56346 Len=412"
"4473","31.357678","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4474","31.361649","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4475","31.399437","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4476","31.399437","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4477","31.400861","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4478","31.400861","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4479","31.400861","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"4480","31.424612","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4481","31.452024","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4482","31.455905","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4483","31.456247","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4484","31.457913","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4485","31.457913","192.168.137.233","192.168.137.216","UDP","278","60014  >  56346 Len=236"
"4486","31.478558","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4487","31.483404","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4488","31.493961","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4489","31.499980","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4490","31.514697","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4491","31.514697","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4492","31.515465","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4493","31.516780","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4494","31.516780","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4495","31.518215","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4496","31.566326","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4497","31.567373","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4498","31.567373","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4499","31.568372","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4500","31.568372","192.168.137.233","192.168.137.216","UDP","214","60014  >  56346 Len=172"
"4501","31.588646","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4502","31.592134","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4503","31.614875","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4504","31.616582","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4505","31.616623","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4506","31.616623","192.168.137.233","192.168.137.216","UDP","854","60014  >  56346 Len=812"
"4507","31.627618","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4508","31.670591","192.168.137.233","192.168.137.216","UDP","182","60014  >  56346 Len=140"
"4509","31.670591","192.168.137.233","192.168.137.216","UDP","214","60014  >  56346 Len=172"
"4510","31.670634","192.168.137.233","192.168.137.216","UDP","166","60014  >  56346 Len=124"
"4511","31.670634","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4512","31.670634","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4513","31.672465","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4514","31.672465","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4515","31.678220","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4516","31.685490","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4517","31.685530","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4518","31.687673","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4519","31.688101","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4520","31.692974","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4521","31.694679","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4522","31.709261","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4523","31.714727","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4524","31.714768","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4525","31.714768","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4526","31.716665","192.168.137.233","192.168.137.216","UDP","1414","60014  >  56346 Len=1372"
"4527","31.716665","192.168.137.233","192.168.137.216","UDP","118","60014  >  56346 Len=76"
"4528","31.717993","192.168.137.233","192.168.137.216","UDP","278","60014  >  56346 Len=236"
"4529","31.718033","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4530","31.718315","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4531","31.719865","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4532","31.719905","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4533","31.724176","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4534","31.724176","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4535","31.725602","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4536","31.725602","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4537","31.738945","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4538","31.743601","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"4539","31.757136","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4540","31.765363","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4541","31.765363","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4542","31.765363","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4543","31.766908","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4544","31.766950","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4545","31.766950","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4546","31.770647","192.168.137.233","192.168.137.216","UDP","870","60014  >  56346 Len=828"
"4547","31.770647","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4548","31.783920","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4549","31.802346","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4550","31.802346","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4551","31.805553","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4552","31.808610","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4553","31.808610","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4554","31.810086","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4555","31.810126","192.168.137.233","192.168.137.216","UDP","1190","60014  >  56346 Len=1148"
"4556","31.843971","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4557","31.863522","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4558","31.863563","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4559","31.875770","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4560","31.875959","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4561","31.875959","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4562","31.877853","192.168.137.233","192.168.137.216","UDP","390","60014  >  56346 Len=348"
"4563","31.879495","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4564","31.902263","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4565","31.902263","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4566","31.903841","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4567","31.903841","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4568","31.903884","192.168.137.233","192.168.137.216","UDP","758","60014  >  56346 Len=716"
"4569","31.907658","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4570","31.932878","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4571","31.938618","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4572","31.970843","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4573","31.974969","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4574","31.974969","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4575","31.974969","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4576","31.974969","192.168.137.233","192.168.137.216","UDP","550","60014  >  56346 Len=508"
"4577","31.990576","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4578","31.998400","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4579","32.005260","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4580","32.005260","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4581","32.005670","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4582","32.007436","192.168.137.233","44.235.194.199","TCP","273","[TCP Retransmission] 40697  >  8883 [FIN, PSH, ACK] Seq=1 Ack=2 Win=7655 Len=207 TSval=8403712 TSecr=780452592"
"4583","32.009116","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4584","32.009116","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"4585","32.009172","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4586","32.026552","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4587","32.074433","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4588","32.074433","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4589","32.078012","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4590","32.078012","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4591","32.078012","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4592","32.079409","192.168.137.233","192.168.137.216","UDP","1014","60014  >  56346 Len=972"
"4593","32.083834","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4594","32.101057","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4595","32.101057","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4596","32.102417","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4597","32.102417","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4598","32.108053","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4599","32.117655","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4600","32.117655","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4601","32.117655","192.168.137.233","192.168.137.216","UDP","246","60014  >  56346 Len=204"
"4602","32.118076","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4603","32.131067","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4604","32.138543","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"4605","32.138586","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=3 Ack=589 Win=64 Len=0 TSval=459634672 TSecr=2768106101"
"4606","32.138811","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"4607","32.138842","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=3 Ack=630 Win=64 Len=0 TSval=1135880574 TSecr=2248502339"
"4608","32.138847","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"4609","32.138918","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=3 Ack=1478 Win=64 Len=0 TSval=1803966051 TSecr=2029075984"
"4610","32.139286","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"4611","32.139311","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=3 Ack=1480 Win=64 Len=0 TSval=1803966051 TSecr=2029075984"
"4612","32.139328","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"4613","32.139345","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=3 Ack=630 Win=64 Len=0 TSval=1135880574 TSecr=2248502339"
"4614","32.139412","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"4615","32.139424","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=3 Ack=590 Win=64 Len=0 TSval=459634673 TSecr=2768106101"
"4616","32.158775","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4617","32.159543","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4618","32.160197","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4619","32.164733","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4620","32.170060","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4621","32.170730","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4622","32.174238","192.168.137.233","192.168.137.216","UDP","438","60014  >  56346 Len=396"
"4623","32.186243","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4624","32.199332","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4625","32.199332","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4626","32.200894","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4627","32.211382","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4628","32.211382","192.168.137.233","192.168.137.216","UDP","1030","60014  >  56346 Len=988"
"4629","32.217479","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4630","32.224443","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4631","32.250750","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4632","32.252102","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4633","32.252102","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4634","32.253495","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4635","32.253495","192.168.137.233","192.168.137.216","UDP","326","60014  >  56346 Len=284"
"4636","32.277415","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4637","32.283731","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4638","32.305485","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4639","32.307400","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4640","32.308811","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4641","32.309255","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4642","32.309255","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4643","32.311275","192.168.137.233","192.168.137.216","UDP","758","60014  >  56346 Len=716"
"4644","32.316254","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4645","32.327837","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4646","32.355615","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4647","32.356449","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4648","32.357117","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4649","32.357117","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4650","32.357117","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4651","32.358513","192.168.137.233","192.168.137.216","UDP","1318","60014  >  56346 Len=1276"
"4652","32.403002","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4653","32.403002","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4654","32.404102","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4655","32.404493","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4656","32.404493","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4657","32.406293","192.168.137.233","192.168.137.216","UDP","918","60014  >  56346 Len=876"
"4658","32.406334","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4659","32.427973","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4660","32.450639","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4661","32.450639","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4662","32.452052","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4663","32.452052","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4664","32.453360","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4665","32.453360","192.168.137.233","192.168.137.216","UDP","694","60014  >  56346 Len=652"
"4666","32.454080","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4667","32.465493","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4668","32.491962","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4669","32.513725","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4670","32.513725","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4671","32.515058","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4672","32.515058","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4673","32.515454","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4674","32.515454","192.168.137.233","192.168.137.216","UDP","742","60014  >  56346 Len=700"
"4675","32.517968","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4676","32.551163","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4677","32.551163","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4678","32.551550","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4679","32.551550","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4680","32.552982","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4681","32.552982","192.168.137.233","192.168.137.216","UDP","998","60014  >  56346 Len=956"
"4682","32.554046","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4683","32.591415","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4684","32.610920","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4685","32.610962","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4686","32.617809","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4687","32.623779","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4688","32.627724","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4689","32.627724","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4690","32.629127","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4691","32.629127","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4692","32.629642","192.168.137.233","192.168.137.216","UDP","1110","60014  >  56346 Len=1068"
"4693","32.629642","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4694","32.643409","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4695","32.655223","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4696","32.659664","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4697","32.659664","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4698","32.660487","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4699","32.661053","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4700","32.661053","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4701","32.661096","192.168.137.233","192.168.137.216","UDP","278","60014  >  56346 Len=236"
"4702","32.711032","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4703","32.711032","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4704","32.712539","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4705","32.712582","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4706","32.712582","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4707","32.712582","192.168.137.233","192.168.137.216","UDP","422","60014  >  56346 Len=380"
"4708","32.714463","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4709","32.755622","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4710","32.757126","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4711","32.757167","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4712","32.758454","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4713","32.758454","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4714","32.759942","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4715","32.759982","192.168.137.233","192.168.137.216","UDP","582","60014  >  56346 Len=540"
"4716","32.761194","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4717","32.771540","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4718","32.774304","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4719","32.786785","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
"4720","32.804976","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4721","32.804976","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4722","32.807692","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4723","32.807692","192.168.137.233","192.168.137.216","UDP","1350","60014  >  56346 Len=1308"
"4724","32.807692","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4725","32.867343","192.168.137.233","192.168.137.216","UDP","486","60014  >  56346 Len=444"
"4726","32.873468","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4727","32.874759","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4728","32.874759","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4729","32.876386","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4730","32.876386","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4731","32.876386","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4732","32.877787","192.168.137.233","192.168.137.216","UDP","838","60014  >  56346 Len=796"
"4733","32.900379","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4734","32.900679","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4735","32.900679","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4736","32.901923","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4737","32.901923","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4738","32.903690","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4739","32.903995","192.168.137.233","192.168.137.216","UDP","1398","60014  >  56346 Len=1356"
"4740","32.903995","192.168.137.233","192.168.137.216","UDP","310","60014  >  56346 Len=268"
"4741","32.906734","192.168.137.216","192.168.137.233","UDP","86","56346  >  60014 Len=44"
