No,Time,Source,Destination,Protocol,Length,Info
4661,100.524634,10.0.0.254,10.0.0.2,TCP,66,1883  >  36947 [ACK] Seq=5 Ack=577 Win=64 Len=0 TSval=2656735409 TSecr=935890032
4662,100.52464,10.0.0.14,10.0.0.254,MQTT,88,Publish Message [spirometer_data]
4663,100.524654,10.0.0.254,10.0.0.14,TCP,66,1883  >  36405 [ACK] Seq=5 Ack=753 Win=64 Len=0 TSval=1132960994 TSecr=1031194009
4664,100.524898,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
4665,100.524982,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=5 Ack=1924 Win=64 Len=0 TSval=1129758418 TSecr=2242380348
4666,100.524989,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
4667,100.525007,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=5 Ack=4522 Win=64 Len=0 TSval=1797843895 TSecr=2022953993
4668,100.537862,192.168.137.210,142.251.32.67,TCP,66,39628  >  80 [ACK] Seq=1 Ack=1 Win=88064 Len=0 TSval=1956220 TSecr=3222426628
4669,100.543166,192.168.137.210,142.251.32.67,HTTP,293,GET /generate_204 HTTP/1.1 
4670,100.543473,192.168.137.210,216.239.35.0,NTP,90,"NTP Version 3, client"
4671,100.551933,142.251.41.36,192.168.137.210,TCP,66,[TCP ACKed unseen segment] 443  >  60908 [ACK] Seq=219 Ack=632 Win=66816 Len=0 TSval=1888365180 TSecr=1956237
4672,100.553124,142.251.163.188,192.168.137.210,TCP,74,"5228  >  36908 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM TSval=1164970588 TSecr=1956233 WS=256"
4673,100.561854,192.168.137.210,142.251.41.36,TCP,66,60908  >  443 [ACK] Seq=1 Ack=1 Win=88064 Len=0 TSval=1956222 TSecr=1888365002
4674,100.57306,192.168.137.210,142.251.32.67,TCP,66,39628  >  80 [ACK] Seq=228 Ack=147 Win=88064 Len=0 TSval=1956224 TSecr=3222426664
4675,100.57323,192.168.137.210,142.251.32.67,TCP,66,"39628  >  80 [FIN, ACK] Seq=228 Ack=148 Win=88064 Len=0 TSval=1956224 TSecr=3222426664"
4676,100.580953,142.251.41.36,192.168.137.210,TCP,66,[TCP ACKed unseen segment] 443  >  60908 [ACK] Seq=219 Ack=866 Win=67840 Len=0 TSval=1888365209 TSecr=1956240
4677,100.580958,142.251.41.36,192.168.137.210,TLSv1.3,855,"Application Data, Application Data"
4678,100.580961,142.251.41.36,192.168.137.210,TCP,66,"443  >  60908 [FIN, ACK] Seq=1008 Ack=866 Win=67840 Len=0 TSval=1888365209 TSecr=1956240"
4679,100.584853,192.168.137.210,142.251.41.36,TLSv1.3,633,"[TCP Spurious Retransmission] , Client Hello (SNI=www.google.com)"
4680,100.593105,::,ff02::16,ICMPv6,130,Multicast Listener Report Message v2
4681,100.608681,142.251.163.188,192.168.137.210,TCP,66,5228  >  36908 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=1164970644 TSecr=1956241
4682,100.610391,142.251.163.188,192.168.137.210,TLSv1.3,1466,"Server Hello, Change Cipher Spec"
4683,100.6104,142.251.163.188,192.168.137.210,TCP,1466,"5228  >  36908 [PSH, ACK] Seq=1401 Ack=518 Win=66816 Len=1400 TSval=1164970646 TSecr=1956241 [TCP PDU reassembled in 4686]"
4684,100.610404,142.251.163.188,192.168.137.210,TCP,1466,5228  >  36908 [ACK] Seq=2801 Ack=518 Win=66816 Len=1400 TSval=1164970646 TSecr=1956241 [TCP PDU reassembled in 4686]
4685,100.610407,142.251.163.188,192.168.137.210,TCP,1466,"5228  >  36908 [PSH, ACK] Seq=4201 Ack=518 Win=66816 Len=1400 TSval=1164970646 TSecr=1956241 [TCP PDU reassembled in 4686]"
4686,100.610659,142.251.163.188,192.168.137.210,TLSv1.3,1230,Application Data
4687,100.614382,142.251.41.36,192.168.137.210,TCP,60,443  >  60908 [RST] Seq=1009 Win=0 Len=0
4688,100.614652,142.251.41.36,192.168.137.210,TCP,60,443  >  60908 [RST] Seq=1009 Win=0 Len=0
4689,100.667325,192.168.137.210,142.251.163.188,TCP,74,36908  >  5228 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1956233 TSecr=0 WS=512
4690,100.69485,192.168.137.210,142.251.41.36,TCP,66,60908  >  443 [ACK] Seq=568 Ack=219 Win=88064 Len=0 TSval=1956236 TSecr=1888365119
4691,100.705221,192.168.137.210,142.251.41.36,TLSv1.3,130,"Change Cipher Spec, Application Data"
4692,100.733892,142.251.163.188,192.168.137.210,TCP,66,[TCP ACKed unseen segment] 5228  >  36908 [ACK] Seq=6765 Ack=582 Win=66816 Len=0 TSval=1164970769 TSecr=1956253
4693,100.739748,192.168.137.210,142.251.41.36,TLSv1.3,300,Application Data
4694,100.739788,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=1 Ack=1 Win=88064 Len=0 TSval=1956240 TSecr=1164970588
4695,100.74047,192.168.137.1,192.168.137.210,DNS,90,Standard query response 0x402f A www.google.com A 142.251.41.36
4696,100.746517,192.168.137.210,142.251.163.188,TLSv1.3,583,"[TCP Spurious Retransmission] , Client Hello (SNI=mtalk.google.com)"
4697,100.768891,192.168.137.210,142.251.41.36,TCP,66,60908  >  443 [ACK] Seq=866 Ack=1009 Win=89600 Len=0 TSval=1956243 TSecr=1888365209
4698,100.772945,192.168.137.210,142.251.41.36,TLSv1.3,90,Application Data
4699,100.77299,192.168.137.210,142.251.41.36,TCP,66,"60908  >  443 [FIN, ACK] Seq=890 Ack=1009 Win=89600 Len=0 TSval=1956244 TSecr=1888365209"
4700,100.786375,142.251.163.188,192.168.137.210,TCP,66,[TCP ACKed unseen segment] 5228  >  36908 [ACK] Seq=6765 Ack=1630 Win=68864 Len=0 TSval=1164970822 TSecr=1956259
4701,100.794102,142.251.163.188,192.168.137.210,TLSv1.3,601,"Application Data, Application Data"
4702,100.798057,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=518 Ack=1401 Win=90624 Len=0 TSval=1956246 TSecr=1164970646
4703,100.807316,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=518 Ack=2801 Win=93696 Len=0 TSval=1956246 TSecr=1164970646
4704,100.807316,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=518 Ack=4201 Win=96256 Len=0 TSval=1956247 TSecr=1164970646
4705,100.808824,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=518 Ack=5601 Win=98816 Len=0 TSval=1956247 TSecr=1164970646
4706,100.808862,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=518 Ack=6765 Win=101888 Len=0 TSval=1956247 TSecr=1164970646
4707,100.820546,142.251.163.188,192.168.137.210,TLSv1.3,150,Application Data
4708,100.821407,142.251.163.188,192.168.137.210,TLSv1.3,100,Application Data
4709,100.831588,142.251.163.188,192.168.137.210,TLSv1.3,1466,Application Data
4710,100.831592,142.251.163.188,192.168.137.210,TLSv1.3,989,Application Data
4711,100.866469,192.168.137.210,142.251.163.188,TCP,130,"[TCP Spurious Retransmission] 36908  >  5228 [PSH, ACK] Seq=518 Ack=6765 Win=101888 Len=64 TSval=1956253 TSecr=1164970646"
4712,100.89325,fe80::184e:bcff:fe4c:7141,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
4713,100.893292,fe80::184e:bcff:fe4c:7141,ff02::2,ICMPv6,70,Router Solicitation from 1a:4e:bc:4c:71:41
4714,100.923588,192.168.137.210,142.251.163.188,TLSv1.3,1114,"[TCP Spurious Retransmission] , Application Data"
4715,100.923708,192.168.137.210,192.168.137.1,DNS,74,Standard query 0x402f A www.google.com
4716,100.942358,142.251.163.188,192.168.137.210,TCP,66,[TCP ACKed unseen segment] 5228  >  36908 [ACK] Seq=9741 Ack=1668 Win=68864 Len=0 TSval=1164970978 TSecr=1956274
4717,100.982205,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=1630 Ack=7300 Win=104448 Len=0 TSval=1956264 TSecr=1164970830
4718,101.007765,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=1630 Ack=7384 Win=104448 Len=0 TSval=1956267 TSecr=1164970856
4719,101.007765,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=1630 Ack=7418 Win=104448 Len=0 TSval=1956267 TSecr=1164970856
4720,101.019156,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=1630 Ack=8818 Win=107520 Len=0 TSval=1956268 TSecr=1164970867
4721,101.019156,192.168.137.210,142.251.163.188,TCP,66,36908  >  5228 [ACK] Seq=1630 Ack=9741 Win=110080 Len=0 TSval=1956268 TSecr=1164970867
4722,101.074323,192.168.137.210,142.251.163.188,TCP,104,"[TCP Spurious Retransmission] 36908  >  5228 [PSH, ACK] Seq=1630 Ack=9741 Win=110080 Len=38 TSval=1956274 TSecr=1164970867"
4723,101.2298,18.213.53.246,192.168.137.221,TCP,60,[TCP Keep-Alive] 443  >  64310 [ACK] Seq=208 Ack=415 Win=30016 Len=0
4724,101.286949,192.168.137.1,192.168.137.210,DNS,138,Standard query response 0x750f A api.mapbox.com A 3.162.3.14 A 3.162.3.25 A 3.162.3.13 A 3.162.3.127
4725,101.345415,3.162.3.14,192.168.137.210,TCP,74,"443  >  43056 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM TSval=4100659548 TSecr=1956315 WS=512"
4726,101.35997,3.162.3.14,192.168.137.210,TCP,74,"443  >  43058 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM TSval=2608760732 TSecr=1956315 WS=512"
4727,101.371469,3.162.3.14,192.168.137.210,TCP,66,443  >  43056 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=4100659582 TSecr=1956320
4728,101.371471,3.162.3.14,192.168.137.210,TLSv1.3,291,"Server Hello, Change Cipher Spec, Application Data, Application Data"
4729,101.374241,192.168.137.210,192.168.137.1,TCP,74,[TCP Retransmission] 33420  >  853 [SYN] Seq=0 Win=65535 Len=0 MSS=1220 SACK_PERM TSval=1956304 TSecr=0 WS=512
4730,101.381468,3.162.3.14,192.168.137.210,TCP,66,443  >  43058 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=2608760753 TSecr=1956321
4731,101.381894,3.162.3.14,192.168.137.210,TLSv1.3,1494,"Server Hello, Change Cipher Spec, Application Data"
4732,101.381898,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=1429 Ack=518 Win=67072 Len=1428 TSval=2608760754 TSecr=1956321 [TCP PDU reassembled in 4735]
4733,101.382145,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=2857 Ack=518 Win=67072 Len=1428 TSval=2608760754 TSecr=1956321 [TCP PDU reassembled in 4735]
4734,101.382148,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43058 [PSH, ACK] Seq=4285 Ack=518 Win=67072 Len=1428 TSval=2608760754 TSecr=1956321 [TCP PDU reassembled in 4735]"
4735,101.382597,3.162.3.14,192.168.137.210,TLSv1.3,515,"Application Data, Application Data, Application Data"
4736,101.392963,3.162.3.14,192.168.137.210,TCP,66,443  >  43056 [ACK] Seq=226 Ack=582 Win=67072 Len=0 TSval=4100659604 TSecr=1956323
4737,101.392965,3.162.3.14,192.168.137.210,TLSv1.3,212,Application Data
4738,101.418167,192.168.137.221,18.213.53.246,TCP,60,[TCP Keep-Alive ACK] 64310  >  443 [ACK] Seq=415 Ack=209 Win=7300 Len=0
4739,101.418206,192.168.137.210,192.168.137.1,DNS,74,Standard query 0x750f A api.mapbox.com
4740,101.427791,3.162.3.14,192.168.137.210,TCP,66,443  >  43058 [ACK] Seq=6162 Ack=582 Win=67072 Len=0 TSval=2608760800 TSecr=1956326
4741,101.427793,3.162.3.14,192.168.137.210,TLSv1.3,212,Application Data
4742,101.481431,3.162.3.14,192.168.137.210,TCP,66,443  >  43056 [ACK] Seq=372 Ack=1114 Win=68096 Len=0 TSval=4100659664 TSecr=1956324
4743,101.484017,192.168.137.210,3.162.3.14,TCP,74,43056  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1956315 TSecr=0 WS=512
4744,101.484056,192.168.137.210,3.162.3.14,TCP,74,43058  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1956315 TSecr=0 WS=512
4745,101.486553,3.162.3.14,192.168.137.210,TCP,66,[TCP ACKed unseen segment] 443  >  43058 [ACK] Seq=6308 Ack=1114 Win=68096 Len=0 TSval=2608760859 TSecr=1956328
4746,101.494367,3.162.3.14,192.168.137.210,TCP,1494,[TCP ACKed unseen segment] 443  >  43056 [ACK] Seq=372 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]
4747,101.494376,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43056 [PSH, ACK] Seq=1800 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]"
4748,101.49438,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=3228 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]
4749,101.494384,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43056 [PSH, ACK] Seq=4656 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]"
4750,101.494684,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=6084 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]
4751,101.494692,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43056 [PSH, ACK] Seq=7512 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]"
4752,101.49488,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=8940 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]
4753,101.494889,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43056 [PSH, ACK] Seq=10368 Ack=1114 Win=68096 Len=1428 TSval=4100659705 TSecr=1956324 [TCP PDU reassembled in 4765]"
4754,101.495112,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=6308 Ack=1114 Win=68096 Len=1428 TSval=2608760866 TSecr=1956328 [TCP PDU reassembled in 4769]
4755,101.49512,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=7736 Ack=1114 Win=68096 Len=1428 TSval=2608760866 TSecr=1956328 [TCP PDU reassembled in 4769]
4756,101.495341,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=9164 Ack=1114 Win=68096 Len=1428 TSval=2608760866 TSecr=1956328 [TCP PDU reassembled in 4769]
4757,101.495351,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43058 [PSH, ACK] Seq=10592 Ack=1114 Win=68096 Len=1428 TSval=2608760866 TSecr=1956328 [TCP PDU reassembled in 4769]"
4758,101.495908,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=11796 Ack=1114 Win=68096 Len=1428 TSval=4100659706 TSecr=1956324 [TCP PDU reassembled in 4765]
4759,101.495915,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43056 [PSH, ACK] Seq=13224 Ack=1114 Win=68096 Len=1428 TSval=4100659706 TSecr=1956324 [TCP PDU reassembled in 4765]"
4760,101.49602,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=12020 Ack=1114 Win=68096 Len=1428 TSval=2608760867 TSecr=1956328 [TCP PDU reassembled in 4769]
4761,101.496028,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=13448 Ack=1114 Win=68096 Len=1428 TSval=2608760867 TSecr=1956328 [TCP PDU reassembled in 4769]
4762,101.496325,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=14652 Ack=1114 Win=68096 Len=1428 TSval=4100659707 TSecr=1956324 [TCP PDU reassembled in 4765]
4763,101.496328,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=14876 Ack=1114 Win=68096 Len=1428 TSval=2608760867 TSecr=1956328 [TCP PDU reassembled in 4769]
4764,101.496335,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43058 [PSH, ACK] Seq=16304 Ack=1114 Win=68096 Len=1428 TSval=2608760867 TSecr=1956328 [TCP PDU reassembled in 4769]"
4765,101.496497,3.162.3.14,192.168.137.210,TLSv1.3,1494,Application Data
4766,101.496748,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=17732 Ack=1114 Win=68096 Len=1428 TSval=2608760868 TSecr=1956328 [TCP PDU reassembled in 4769]
4767,101.496755,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=19160 Ack=1114 Win=68096 Len=1428 TSval=2608760868 TSecr=1956328 [TCP PDU reassembled in 4769]
4768,101.497012,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=20588 Ack=1114 Win=68096 Len=1428 TSval=2608760868 TSecr=1956328 [TCP PDU reassembled in 4769]
4769,101.497021,3.162.3.14,192.168.137.210,TLSv1.3,764,Application Data
4770,101.497094,3.162.3.14,192.168.137.210,TLSv1.3,285,Application Data
4771,101.49711,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=17508 Ack=1114 Win=68096 Len=1428 TSval=4100659707 TSecr=1956324 [TCP PDU reassembled in 4774]
4772,101.497118,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43056 [PSH, ACK] Seq=18936 Ack=1114 Win=68096 Len=1428 TSval=4100659707 TSecr=1956324 [TCP PDU reassembled in 4774]"
4773,101.497345,3.162.3.14,192.168.137.210,TCP,1494,443  >  43056 [ACK] Seq=20364 Ack=1114 Win=68096 Len=1428 TSval=4100659708 TSecr=1956324 [TCP PDU reassembled in 4774]
4774,101.49735,3.162.3.14,192.168.137.210,TLSv1.3,89,Application Data
4775,101.505675,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=22933 Ack=1114 Win=68096 Len=1428 TSval=2608760877 TSecr=1956332 [TCP PDU reassembled in 4786]
4776,101.505678,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=24361 Ack=1114 Win=68096 Len=1428 TSval=2608760877 TSecr=1956332 [TCP PDU reassembled in 4786]
4777,101.50568,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=25789 Ack=1114 Win=68096 Len=1428 TSval=2608760877 TSecr=1956332 [TCP PDU reassembled in 4786]
4778,101.505681,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43058 [PSH, ACK] Seq=27217 Ack=1114 Win=68096 Len=1428 TSval=2608760877 TSecr=1956332 [TCP PDU reassembled in 4786]"
4779,101.506143,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=28645 Ack=1114 Win=68096 Len=1428 TSval=2608760878 TSecr=1956332 [TCP PDU reassembled in 4786]
4780,101.506147,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=30073 Ack=1114 Win=68096 Len=1428 TSval=2608760878 TSecr=1956332 [TCP PDU reassembled in 4786]
4781,101.506148,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=31501 Ack=1114 Win=68096 Len=1428 TSval=2608760878 TSecr=1956332 [TCP PDU reassembled in 4786]
4782,101.506149,3.162.3.14,192.168.137.210,TCP,1494,"443  >  43058 [PSH, ACK] Seq=32929 Ack=1114 Win=68096 Len=1428 TSval=2608760878 TSecr=1956332 [TCP PDU reassembled in 4786]"
4783,101.50703,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=34357 Ack=1114 Win=68096 Len=1428 TSval=2608760879 TSecr=1956332 [TCP PDU reassembled in 4786]
4784,101.507035,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=35785 Ack=1114 Win=68096 Len=1428 TSval=2608760879 TSecr=1956332 [TCP PDU reassembled in 4786]
4785,101.507037,3.162.3.14,192.168.137.210,TCP,1494,443  >  43058 [ACK] Seq=37213 Ack=1114 Win=68096 Len=1428 TSval=2608760879 TSecr=1956332 [TCP PDU reassembled in 4786]
4786,101.507038,3.162.3.14,192.168.137.210,TLSv1.3,1494,Application Data
4787,101.507882,3.162.3.14,192.168.137.210,TLSv1.3,1073,Application Data
4788,101.527016,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
4789,101.527063,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=5 Ack=1822 Win=64 Len=0 TSval=453513518 TSecr=2761985113
4790,101.527332,10.0.0.8,10.0.0.254,MQTT,84,Publish Message [weight_data]
4791,101.527429,10.0.0.254,10.0.0.8,TCP,66,1883  >  43083 [ACK] Seq=5 Ack=374 Win=64 Len=0 TSval=1369655879 TSecr=3317005936
4792,101.527436,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
4793,101.527453,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=5 Ack=1943 Win=64 Len=0 TSval=1129759421 TSecr=2242381352
4794,101.5277,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
4795,101.527749,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=5 Ack=4567 Win=64 Len=0 TSval=1797844898 TSecr=2022954997
4796,101.527758,10.0.0.9,10.0.0.254,MQTT,91,Publish Message [blood_glucose_data]
4797,101.52778,10.0.0.254,10.0.0.9,TCP,66,1883  >  45455 [ACK] Seq=5 Ack=530 Win=64 Len=0 TSval=1976692878 TSecr=410721830
4798,101.527788,10.0.0.7,10.0.0.254,MQTT,110,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
4799,101.527805,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=5 Ack=4568 Win=64 Len=0 TSval=1797844898 TSecr=2022954997
4800,101.527815,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
4801,101.527828,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=5 Ack=1828 Win=64 Len=0 TSval=453513519 TSecr=2761985114
4802,101.527833,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
4803,101.527859,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=5 Ack=1943 Win=64 Len=0 TSval=1129759421 TSecr=2242381352
4804,101.527865,10.0.0.9,10.0.0.254,MQTT,91,Publish Message [blood_glucose_data]
4805,101.527878,10.0.0.254,10.0.0.9,TCP,66,1883  >  35905 [ACK] Seq=5 Ack=528 Win=64 Len=0 TSval=1976692878 TSecr=410721830
4806,101.528057,10.0.0.8,10.0.0.254,MQTT,83,Publish Message [weight_data]
4807,101.528081,10.0.0.254,10.0.0.8,TCP,66,1883  >  43951 [ACK] Seq=5 Ack=371 Win=64 Len=0 TSval=1369655879 TSecr=3317005936
4808,101.533156,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1 Ack=1 Win=88064 Len=0 TSval=1956320 TSecr=4100659548
4809,101.540527,192.168.137.210,3.162.3.14,TLSv1.3,583,"[TCP Spurious Retransmission] , Client Hello (SNI=api.mapbox.com)"
4810,101.547436,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=1 Ack=1 Win=88064 Len=0 TSval=1956321 TSecr=2608760732
4811,101.551767,192.168.137.210,3.162.3.14,TLSv1.3,583,"[TCP Spurious Retransmission] , Client Hello (SNI=api.mapbox.com)"
4812,101.55904,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=518 Ack=226 Win=88064 Len=0 TSval=1956322 TSecr=4100659583
4813,101.563454,192.168.137.210,3.162.3.14,TCP,130,"[TCP Spurious Retransmission] 43056  >  443 [PSH, ACK] Seq=518 Ack=226 Win=88064 Len=64 TSval=1956323 TSecr=4100659583"
4814,101.569124,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=518 Ack=1429 Win=90624 Len=0 TSval=1956323 TSecr=2608760754
4815,101.569124,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=518 Ack=2857 Win=93696 Len=0 TSval=1956323 TSecr=2608760754
4816,101.570702,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=518 Ack=4285 Win=96256 Len=0 TSval=1956323 TSecr=2608760754
4817,101.570702,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=518 Ack=5713 Win=99328 Len=0 TSval=1956323 TSecr=2608760754
4818,101.570744,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=518 Ack=6162 Win=101888 Len=0 TSval=1956323 TSecr=2608760755
4819,101.580979,192.168.137.210,3.162.3.14,TLSv1.3,598,"[TCP Spurious Retransmission] , Application Data"
4820,101.598211,192.168.137.210,3.162.3.14,TCP,130,"[TCP Spurious Retransmission] 43058  >  443 [PSH, ACK] Seq=518 Ack=6162 Win=101888 Len=64 TSval=1956326 TSecr=2608760755"
4821,101.612709,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=372 Win=88064 Len=0 TSval=1956328 TSecr=4100659604
4822,101.612709,fe80::184e:bcff:fe4c:7141,ff02::16,ICMPv6,90,Multicast Listener Report Message v2
4823,101.615728,192.168.137.210,3.162.3.14,TLSv1.3,598,"[TCP Spurious Retransmission] , Application Data"
4824,101.652707,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=1114 Ack=6308 Win=101888 Len=0 TSval=1956332 TSecr=2608760800
4825,101.682316,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=1800 Win=90624 Len=0 TSval=1956334 TSecr=4100659705
4826,101.682356,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=3228 Win=93696 Len=0 TSval=1956334 TSecr=4100659705
4827,101.682356,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=4656 Win=96256 Len=0 TSval=1956335 TSecr=4100659705
4828,101.686245,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=6084 Win=99328 Len=0 TSval=1956335 TSecr=4100659705
4829,101.686245,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=7512 Win=101888 Len=0 TSval=1956335 TSecr=4100659705
4830,101.686245,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=8940 Win=104960 Len=0 TSval=1956335 TSecr=4100659705
4831,101.687004,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=10368 Win=108032 Len=0 TSval=1956335 TSecr=4100659705
4832,101.687004,192.168.137.210,3.162.3.14,TCP,66,43056  >  443 [ACK] Seq=1114 Ack=11796 Win=110592 Len=0 TSval=1956335 TSecr=4100659705
4833,101.687004,192.168.137.210,3.162.3.14,TCP,66,43058  >  443 [ACK] Seq=1114 Ack=7736 Win=104960 Len=0 TSval=1956335 TSecr=2608760866
